batch_id,cluster_id,num_cases,risk_score,alert_level,temporal_concentration,geographic_concentration,event_similarity,severity_concentration,size_anomaly,manufacturing_concentration,primary_region,primary_drug,primary_event
BATCH_Site_D_China_080,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Omeprazole,Nausea
BATCH_Site_D_China_563,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Stomach_Pain
BATCH_Site_A_Germany_669,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Metformin,Allergic_Reaction
BATCH_Site_C_USA_901,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Nausea
BATCH_Site_B_India_115,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Metformin,Rash
BATCH_Site_A_Germany_924,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Headache
BATCH_Site_B_India_034,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Aspirin,Dizziness
BATCH_Site_A_Germany_742,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Levothyroxine,Stomach_Pain
BATCH_Site_C_USA_375,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Dizziness
BATCH_Site_E_Brazil_245,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Headache
BATCH_Site_E_Brazil_108,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Fatigue
BATCH_Site_D_China_623,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Lisinopril,Dizziness
BATCH_Site_E_Brazil_509,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Nausea
BATCH_Site_E_Brazil_050,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fever
BATCH_Site_D_China_769,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Fever
BATCH_Site_B_India_507,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Headache
BATCH_Site_A_Germany_763,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Fatigue
BATCH_Site_A_Germany_549,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Allergic_Reaction
BATCH_Site_C_USA_279,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Lisinopril,Fever
BATCH_Site_D_China_555,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Levothyroxine,Nausea
BATCH_Site_D_China_157,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Aspirin,Nausea
BATCH_Site_B_India_609,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Joint_Pain
BATCH_Site_B_India_958,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Amoxicillin,Nausea
BATCH_Site_A_Germany_526,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Levothyroxine,Headache
BATCH_Site_D_China_951,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Omeprazole,Stomach_Pain
BATCH_Site_E_Brazil_631,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Stomach_Pain
BATCH_Site_A_Germany_789,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Metformin,Allergic_Reaction
BATCH_Site_D_China_380,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Dizziness
BATCH_Site_D_China_167,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Lisinopril,Insomnia
BATCH_Site_D_China_694,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Joint_Pain
BATCH_Site_B_India_106,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Headache
BATCH_Site_C_USA_353,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Dizziness
BATCH_Site_A_Germany_661,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Fever
BATCH_Site_E_Brazil_958,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Fever
BATCH_Site_B_India_824,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Levothyroxine,Dizziness
BATCH_Site_A_Germany_288,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Metformin,Fatigue
BATCH_Site_D_China_780,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Allergic_Reaction
BATCH_Site_A_Germany_428,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Rash
BATCH_Site_A_Germany_082,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Aspirin,Insomnia
BATCH_Site_C_USA_689,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Sertraline,Dizziness
BATCH_Site_A_Germany_693,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Stomach_Pain
BATCH_Site_C_USA_213,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Metformin,Dizziness
BATCH_Site_C_USA_152,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Nausea
BATCH_Site_D_China_282,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Metformin,Fever
BATCH_Site_D_China_869,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Headache
BATCH_Site_D_China_338,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Levothyroxine,Joint_Pain
BATCH_Site_C_USA_052,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Sertraline,Dizziness
BATCH_Site_A_Germany_646,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Rash
BATCH_Site_C_USA_507,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Ibuprofen,Dizziness
BATCH_Site_C_USA_955,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Albuterol,Nausea
BATCH_Site_B_India_757,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Stomach_Pain
BATCH_Site_B_India_422,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Allergic_Reaction
BATCH_Site_D_China_550,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Joint_Pain
BATCH_Site_C_USA_302,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Sertraline,Fatigue
BATCH_Site_B_India_492,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Omeprazole,Headache
BATCH_Site_E_Brazil_297,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Aspirin,Joint_Pain
BATCH_Site_D_China_428,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Rash
BATCH_Site_A_Germany_308,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Joint_Pain
BATCH_Site_B_India_949,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Metformin,Insomnia
BATCH_Site_D_China_710,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Allergic_Reaction
BATCH_Site_C_USA_840,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Stomach_Pain
BATCH_Site_A_Germany_126,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Atorvastatin,Nausea
BATCH_Site_B_India_843,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Lisinopril,Dizziness
BATCH_Site_E_Brazil_340,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Fatigue
BATCH_Site_E_Brazil_508,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Metformin,Allergic_Reaction
BATCH_Site_C_USA_767,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Ibuprofen,Allergic_Reaction
BATCH_Site_B_India_703,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Atorvastatin,Dizziness
BATCH_Site_E_Brazil_775,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Atorvastatin,Fatigue
BATCH_Site_D_China_531,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Omeprazole,Dizziness
BATCH_Site_D_China_371,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Atorvastatin,Dizziness
BATCH_Site_A_Germany_799,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Omeprazole,Allergic_Reaction
BATCH_Site_D_China_698,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Omeprazole,Nausea
BATCH_Site_C_USA_020,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Aspirin,Stomach_Pain
BATCH_Site_E_Brazil_903,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Allergic_Reaction
BATCH_Site_D_China_731,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Metformin,Stomach_Pain
BATCH_Site_D_China_521,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Rash
BATCH_Site_A_Germany_521,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Dizziness
BATCH_Site_B_India_934,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Levothyroxine,Joint_Pain
BATCH_Site_E_Brazil_191,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Ibuprofen,Fever
BATCH_Site_D_China_468,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Stomach_Pain
BATCH_Site_A_Germany_385,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Omeprazole,Rash
BATCH_Site_E_Brazil_871,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Dizziness
BATCH_Site_C_USA_641,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Dizziness
BATCH_Site_A_Germany_099,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Allergic_Reaction
BATCH_Site_D_China_626,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Joint_Pain
BATCH_Site_E_Brazil_091,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Metformin,Fatigue
BATCH_Site_E_Brazil_661,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Fever
BATCH_Site_B_India_257,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Ibuprofen,Headache
BATCH_Site_A_Germany_778,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Stomach_Pain
BATCH_Site_D_China_922,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Atorvastatin,Insomnia
BATCH_Site_D_China_360,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Aspirin,Insomnia
BATCH_Site_A_Germany_003,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Headache
BATCH_Site_B_India_709,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Nausea
BATCH_Site_E_Brazil_602,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Metformin,Insomnia
BATCH_Site_A_Germany_067,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Fever
BATCH_Site_B_India_410,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Metformin,Allergic_Reaction
BATCH_Site_D_China_775,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Fatigue
BATCH_Site_E_Brazil_914,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Nausea
BATCH_Site_B_India_488,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Sertraline,Allergic_Reaction
BATCH_Site_E_Brazil_905,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Omeprazole,Insomnia
BATCH_Site_B_India_814,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Insomnia
BATCH_Site_B_India_380,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Nausea
BATCH_Site_D_China_019,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Fatigue
BATCH_Site_C_USA_506,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Nausea
BATCH_Site_C_USA_842,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Stomach_Pain
BATCH_Site_D_China_114,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Albuterol,Insomnia
BATCH_Site_E_Brazil_630,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Aspirin,Allergic_Reaction
BATCH_Site_A_Germany_629,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Atorvastatin,Rash
BATCH_Site_E_Brazil_840,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Ibuprofen,Headache
BATCH_Site_E_Brazil_279,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Sertraline,Fever
BATCH_Site_A_Germany_053,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Omeprazole,Fever
BATCH_Site_A_Germany_981,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Sertraline,Fever
BATCH_Site_D_China_436,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Levothyroxine,Fatigue
BATCH_Site_D_China_987,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Rash
BATCH_Site_E_Brazil_288,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Atorvastatin,Rash
BATCH_Site_C_USA_115,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Omeprazole,Headache
BATCH_Site_B_India_904,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Albuterol,Fever
BATCH_Site_D_China_648,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Levothyroxine,Headache
BATCH_Site_D_China_048,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Sertraline,Rash
BATCH_Site_D_China_103,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Omeprazole,Insomnia
BATCH_Site_A_Germany_708,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Stomach_Pain
BATCH_Site_D_China_889,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Omeprazole,Dizziness
BATCH_Site_B_India_544,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Albuterol,Nausea
BATCH_Site_C_USA_917,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Omeprazole,Headache
BATCH_Site_E_Brazil_886,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Amoxicillin,Dizziness
BATCH_Site_A_Germany_311,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Sertraline,Rash
BATCH_Site_A_Germany_747,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Levothyroxine,Fatigue
BATCH_Site_C_USA_489,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Aspirin,Joint_Pain
BATCH_Site_C_USA_331,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Insomnia
BATCH_Site_E_Brazil_133,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Dizziness
BATCH_Site_B_India_498,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Albuterol,Insomnia
BATCH_Site_B_India_792,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Lisinopril,Fever
BATCH_Site_A_Germany_103,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Levothyroxine,Allergic_Reaction
BATCH_Site_B_India_433,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Stomach_Pain
BATCH_Site_E_Brazil_831,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Aspirin,Headache
BATCH_Site_B_India_554,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Metformin,Joint_Pain
BATCH_Site_A_Germany_246,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Atorvastatin,Fatigue
BATCH_Site_E_Brazil_389,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Metformin,Headache
BATCH_Site_E_Brazil_820,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Sertraline,Fatigue
BATCH_Site_A_Germany_027,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Fever
BATCH_Site_B_India_639,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Levothyroxine,Nausea
BATCH_Site_B_India_482,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Omeprazole,Insomnia
BATCH_Site_C_USA_909,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Lisinopril,Dizziness
BATCH_Site_D_China_905,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Rash
BATCH_Site_C_USA_528,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Lisinopril,Stomach_Pain
BATCH_Site_B_India_294,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Omeprazole,Fever
BATCH_Site_C_USA_369,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Lisinopril,Rash
BATCH_Site_D_China_449,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Levothyroxine,Stomach_Pain
BATCH_Site_D_China_099,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Sertraline,Rash
BATCH_Site_E_Brazil_753,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Amoxicillin,Allergic_Reaction
BATCH_Site_A_Germany_917,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Atorvastatin,Insomnia
BATCH_Site_D_China_357,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Sertraline,Joint_Pain
BATCH_Site_B_India_080,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Albuterol,Allergic_Reaction
BATCH_Site_E_Brazil_629,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Sertraline,Joint_Pain
BATCH_Site_A_Germany_321,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Aspirin,Rash
BATCH_Site_B_India_184,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Levothyroxine,Dizziness
BATCH_Site_A_Germany_716,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Joint_Pain
BATCH_Site_A_Germany_134,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Levothyroxine,Stomach_Pain
BATCH_Site_B_India_388,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fever
BATCH_Site_C_USA_031,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Ibuprofen,Nausea
BATCH_Site_A_Germany_677,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Omeprazole,Joint_Pain
BATCH_Site_B_India_468,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Albuterol,Nausea
BATCH_Site_C_USA_196,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,South_America,Ibuprofen,Rash
BATCH_Site_A_Germany_293,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,North_America,Ibuprofen,Insomnia
BATCH_Site_E_Brazil_150,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Europe,Amoxicillin,Stomach_Pain
BATCH_Site_E_Brazil_628,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Africa,Omeprazole,Dizziness
BATCH_Site_A_Germany_537,-1,1,0.07487544302325497,LOW,0.0,0,0.00039611238724901465,0.4987735077677841,0.0,0.0,Asia,Amoxicillin,Fatigue
